index,dose
2,71.62268093795423
4,170.32387376309617
5,45.330140434061235
6,259.04455116956035
7,80.42992145639329
8,245.3399399002527
9,21.497477348612186
10,19.67126944349261
11,92.04701665314657
12,372.5081430899362
13,27.006146868577474
14,58.34944464788656
26,60.20229881714162
27,194.22366940531558
28,196.85108220608865
29,112.22486155009231
30,62.96731195633208
31,411.65395770102
32,113.23988580169839
