struct,dist
2.0,5.099019527435303
4.0,10.24695110321045
5.0,16.792856216430664
6.0,11.224971771240234
7.0,12.041594505310059
8.0,8.5440034866333
9.0,17.72004508972168
10.0,17.291616439819336
11.0,13.928388595581055
12.0,11.090536117553711
13.0,15.264337539672852
14.0,17.8885440826416
26.0,23.853721618652344
27.0,12.206555366516113
28.0,30.82206916809082
29.0,19.131126403808594
30.0,20.2237491607666
31.0,24.26932144165039
32.0,26.191600799560547
