index,dose
2,1.4317219357973643
4,1.2051835592644309
5,0.970210739771959
6,1.0963419561293348
7,0.8525589582152864
8,0.9599083404630377
9,0.4882389270916658
10,0.6544807305513238
11,1.1008587879472835
12,1.3567174116423444
13,1.553222933132941
14,1.196954239461773
26,0.5881674463602969
27,21.154531346249854
28,0.9362429991681553
29,0.7242026831393454
30,0.7154527767253793
31,0.8577375547088956
32,0.724148512249645
