index,left_exposure
2,4.096236828126405
4,6.1161592633184725
5,10.860278948218422
6,8.780397881103944
7,11.201415469230023
8,9.122837979361515
9,18.875300808682468
10,15.709306110035289
11,13.158085858710459
12,9.721218324423859
13,13.664854730878558
14,10.050034167402881
26,6.276627288911513
27,3.0739921815041806
28,19.44524443315712
29,11.09582255188369
30,11.365482268257747
31,14.999278448091815
32,18.245584029869494
