index,dose
2,0.7299989498316823
4,0.6289016471332544
5,0.5134018122814882
6,0.5750277147465397
7,0.3380668106202497
8,0.3816298658971373
9,0.2019851324376869
10,0.30698864033896
11,0.7816552624406292
12,0.9654995697541368
13,1.2708582962788204
14,0.9216441919686085
26,0.16425412435946796
27,0.17603128126097056
28,0.3291499539994242
29,0.4814733255864704
30,0.4592620293539379
31,0.3600406327771273
32,0.5432205671791425
