index,dose
2,191.5819828455849
4,323.3701666217655
5,90.95049425963467
6,696.9295587787192
7,293.5303632393193
8,886.6046550057362
9,63.784583915922326
10,45.31689871963051
11,148.78288432391545
12,605.9461408271693
13,57.084651426561614
14,61.22407068277116
26,211.23973273892227
27,2090.3499120137217
28,647.4484746750711
29,252.42744045343846
30,154.31141589938272
31,1327.1869931063034
32,154.51242982475134
