index,left_exposure
2,2.529825210571289
4,2.400012731552124
5,8.541685104370117
6,2.99332857131958
7,6.64530086517334
8,3.3941128253936768
9,16.11955451965332
10,14.153446197509766
11,9.22606372833252
12,4.732865810394287
13,12.419350624084473
14,5.184594631195068
26,1.1313709020614624
27,0.8000000715255737
28,7.244374752044678
29,4.664802074432373
30,6.144947528839111
31,6.03988790512085
32,13.314654350280762
