,Mediator,choroid_volume,Effect,Boot SE,BootLLCI,BootULCI
,thalamus,-0.993342101421599,0.0372676824522615,0.0238031548487323,0.0042007769626702,0.0999542005976935
,thalamus,0.0096058244852478,0.0650441909869241,0.0230455490442969,0.0272083587155005,0.1195818096882805
,thalamus,1.0125537503920947,0.0928206995215866,0.0328201869154443,0.0386798964433897,0.1691881343818216
